关联医院code,关联医院名称,院边店code,院边店名称,"A类：
（院内店、HIS）"
N-H000656,山东中医药大学第二附属医院（山东省中西医结合医院）,#N/A,济南平嘉大药房有限公司经八路店,N
N-H040405,广州恒健医院有限公司,N-R049362,大参林医药集团股份有限公司汇景路分店,N
N-H040405,广州恒健医院有限公司,N-R017140,大参林医药集团股份有限公司第五百二十分店,N
N-H040405,广州恒健医院有限公司,N-R113860,广州市海王星辰医药连锁有限公司乐嘉路健康药房,N
N-H003756,广州中医药大学深圳医院（福田）,N-R097195,深圳市海王星辰健康药房连锁有限公司福田莲花健康药房,N
N-H003756,广州中医药大学深圳医院（福田）,N-R091895,深圳市圆心友和医药大药房有限公司景龙店,N
N-H003756,广州中医药大学深圳医院（福田）,N-R094162,深圳市海王星辰健康药房连锁有限公司景田南健康药房,N
N-H003756,广州中医药大学深圳医院（福田）,N-R032882,深圳市南北药行连锁有限公司裕林花园分店,N
N-H003756,广州中医药大学深圳医院（福田）,N-R094164,深圳市海王星辰健康药房连锁有限公司景田新天地健康药房,N
N-H003756,广州中医药大学深圳医院（福田）,#N/A,深圳市大参林药业连锁有限公司福田金梅花园分店,N
N-H003756,广州中医药大学深圳医院（福田）,N-R096938,深圳市海王星辰健康药房连锁有限公司梅林健康药房,N
N-H003756,广州中医药大学深圳医院（福田）,#N/A,深圳北京同仁堂星辰药店有限责任公司景田分店,N
N-H003756,广州中医药大学深圳医院（福田）,N-R096923,深圳市海王星辰健康药房连锁有限公司龙尾健康药房,N
N-H003756,广州中医药大学深圳医院（福田）,N-R096937,深圳市海王星辰健康药房连锁有限公司梅林虹湾健康药房,N
N-H003756,广州中医药大学深圳医院（福田）,N-R094160,深圳市海王星辰健康药房连锁有限公司布尾村健康药房,N
N-H003756,广州中医药大学深圳医院（福田）,N-R089003,深圳市大参林药业连锁有限公司福田梅林分店,N
N-H003756,广州中医药大学深圳医院（福田）,N-R096940,深圳市海王星辰健康药房连锁有限公司梅中路健康药房,N
N-H003756,广州中医药大学深圳医院（福田）,N-R094165,深圳市南北药行连锁有限公司景诚园分店,N
N-H000925,广东省水电医院（广东省水电二局医院）,N-R113731,广州市海王星辰医药连锁有限公司港口大道健康药房,N
N-H000925,广东省水电医院（广东省水电二局医院）,N-R058867,大参林医药集团股份有限公司四千三百零九分店,N
N-H000925,广东省水电医院（广东省水电二局医院）,N-R057167,大参林医药集团股份有限公司四千七百五十一分店,N
N-H051597,广州慈惠医院有限公司,N-R113593,广州市海王星辰医药连锁有限公司棠下健康药房,N
N-H051597,广州慈惠医院有限公司,N-R044565,大参林医药集团股份有限公司第一千六百二十二分店,N
N-H069221,广州市白云启德医院,N-R049624,大参林医药集团股份有限公司东平分店,N
N-H069221,广州市白云启德医院,N-R124095,广东大参林柏康连锁药店有限公司第一万二千四百五十六分店,N
N-H051301,广州富力医院,N-R113102,广东大参林柏康连锁药店有限公司第七千二百六十九分店,N
N-H003380,霸州市中医院,#N/A,廊坊市百和一笑堂医药零售连锁有限公司一百七十九店,N
N-H003380,霸州市中医院,#N/A,廊坊市百和一笑堂医药零售连锁有限公司一百三十五店,N
N-H026581,保山市第三人民医院,N-R018628,一心堂药业集团股份有限公司保山建设路连锁店,N
N-H026581,保山市第三人民医院,N-R024111,一心堂药业集团股份有限公司保山杏花路连锁店,N
N-H026581,保山市第三人民医院,N-R095807,一心堂药业集团股份有限公司保山杏花路第二连锁店,N
N-H026581,保山市第三人民医院,N-R006775,云南白药大药房有限公司保山保岫连锁店,N
N-H026581,保山市第三人民医院,N-R075243,一心堂药业集团股份有限公司保山孝感路连锁店,N
N-H026581,保山市第三人民医院,N-R050787,云南健之佳连锁健康药房有限公司保山正阳路分店,N
N-H026581,保山市第三人民医院,#N/A,一心堂药业集团股份有限公司保山正阳北路连锁四店,N
N-H026581,保山市第三人民医院,N-R013542,一心堂药业集团股份有限公司保山正阳北路连锁店,N
N-H026581,保山市第三人民医院,#N/A,一心堂药业集团股份有限公司保山明强街连锁店,N
N-H026581,保山市第三人民医院,N-R075206,一心堂药业集团股份有限公司保山兰城路第四连锁店,N
N-H026581,保山市第三人民医院,N-R053223,云南健之佳连锁健康药房有限公司保山新天地分店,N
N-H026581,保山市第三人民医院,#N/A,云南健之佳连锁健康药房有限公司保山杏花路分店,N
N-H026581,保山市第三人民医院,N-R050640,云南健之佳连锁健康药房有限公司保山兰城路分店,N
N-H026581,保山市第三人民医院,N-R039225,一心堂药业集团股份有限公司保山正阳南路第二连锁店,N
N-H026581,保山市第三人民医院,N-R032325,一心堂药业集团股份有限公司保山正阳南路连锁店,N
N-H026581,保山市第三人民医院,N-R053272,云南健之佳连锁健康药房有限公司保山易乐上苑分店,N
N-H026581,保山市第三人民医院,N-R014261,一心堂药业集团股份有限公司保山远征路连锁店,N
N-H026581,保山市第三人民医院,N-R036321,一心堂药业集团股份有限公司保山九龙路第三连锁店,N
N-H026581,保山市第三人民医院,N-R075282,一心堂药业集团股份有限公司保山宏桥时代广场连锁店,N
N-H026581,保山市第三人民医院,N-R075064,一心堂药业集团股份有限公司保山同仁街第四连锁店,N
N-H026581,保山市第三人民医院,#N/A,云南健之佳连锁健康药房有限公司保山宏桥时代广场分店,N
N-H026581,保山市第三人民医院,N-R152484,一心堂药业集团股份有限公司保山兰城路第三连锁店,N
N-H026581,保山市第三人民医院,N-R027663,一心堂药业集团股份有限公司保山正阳北路第二连锁店,N
N-H026581,保山市第三人民医院,N-R052748,云南健之佳连锁健康药房有限公司保山正阳北路分店,N
N-H026581,保山市第三人民医院,#N/A,一心堂药业集团股份有限公司保山杏花小区连锁店,N
N-H026581,保山市第三人民医院,N-R075460,一心堂药业集团股份有限公司保山保岫东路第二连锁店,N
N-H026581,保山市第三人民医院,#N/A,云南健之佳连锁健康药房有限公司保山城南盛世分店,N
N-H026581,保山市第三人民医院,N-R134399,云南健之佳连锁健康药房有限公司保山数码港分店,N
N-H026581,保山市第三人民医院,#N/A,一心堂药业集团股份有限公司保山同仁街第三连锁店,N
N-H026581,保山市第三人民医院,N-R046226,云南健之佳连锁健康药房有限公司保山升阳路分店,N
N-H010017,东莞广济医院,N-R163264,东莞凤岗国药明盛药店有限公司,N
N-H010017,东莞广济医院,#N/A,东莞市本草药业连锁有限公司凤岗揽风分店,N
N-H010017,东莞广济医院,N-R122795,深圳市海王星辰健康药房连锁有限公司东莞凤岗昌盛分店,N
N-H010017,东莞广济医院,#N/A,东莞凤岗国药德泰药店有限公司,N
N-H010017,东莞广济医院,#N/A,东莞市南北药行连锁有限公司凤岗豪庭分店,N
N-H079215,佛山市第四人民医院,N-R136651,佛山大参林连锁药店有限公司禅城泷景汇琅峰分店,N
N-H079215,佛山市第四人民医院,N-R140508,佛山大参林连锁药店有限公司禅城世博嘉园分店,N
N-H001906,福建中医药大学附属第二人民医院（福建省第二人民医院）,N-R134341,福建高济宜又佳医药有限公司福州鼓楼华屏路分店,N
N-H030038,抚州市东乡区孝岗镇卫生院,#N/A,江西黄庆仁栈华氏大药房有限公司抚州市东乡区健民总店康民分店,N
N-H030038,抚州市东乡区孝岗镇卫生院,#N/A,江西益丰大药房连锁有限公司东乡县恒安西路店,N
N-H030038,抚州市东乡区孝岗镇卫生院,#N/A,江西汇仁堂药品连锁股份有限公司东乡济民店,N
N-H030038,抚州市东乡区孝岗镇卫生院,#N/A,江西汇仁堂药品连锁股份有限公司东乡外贸店,N
N-H030038,抚州市东乡区孝岗镇卫生院,#N/A,江西汇仁堂药品连锁股份有限公司东乡铁路桥店,N
N-H030038,抚州市东乡区孝岗镇卫生院,#N/A,江西汇仁堂药品连锁股份有限公司东乡三小农贸市场店,N
N-H030038,抚州市东乡区孝岗镇卫生院,#N/A,江西益丰大药房连锁有限公司东乡龙山北路店,N
N-H030038,抚州市东乡区孝岗镇卫生院,#N/A,江西黄庆仁栈华氏大药房有限公司抚州市东乡区健民总店龙山北路分店,N
N-H001137,广西玉林市桂南医院,#N/A,广西大参林连锁药店有限公司玉林玉柴分店,N
N-H010658,广州复大医疗有限公司复大肿瘤医院（广州复大肿瘤医院）,N-R113593,广州市海王星辰医药连锁有限公司棠下健康药房,N
N-H010658,广州复大医疗有限公司复大肿瘤医院（广州复大肿瘤医院）,N-R044565,大参林医药集团股份有限公司第一千六百二十二分店,N
N-H010658,广州复大医疗有限公司复大肿瘤医院（广州复大肿瘤医院）,N-R017423,大参林医药集团股份有限公司九十三分店,N
N-H010658,广州复大医疗有限公司复大肿瘤医院（广州复大肿瘤医院）,N-R134883,广东大参林柏康连锁药店有限公司棠德分店,N
N-H010658,广州复大医疗有限公司复大肿瘤医院（广州复大肿瘤医院）,N-R119228,广东大参林柏康连锁药店有限公司第一万一千七百三十九分店,N
N-H010658,广州复大医疗有限公司复大肿瘤医院（广州复大肿瘤医院）,N-R128727,广东大参林柏康连锁药店有限公司天河区棠下涌东分店,N
N-H010658,广州复大医疗有限公司复大肿瘤医院（广州复大肿瘤医院）,N-R124121,大参林医药集团股份有限公司第二千九百八十八分店,N
N-H010658,广州复大医疗有限公司复大肿瘤医院（广州复大肿瘤医院）,N-R140117,广东润和医药连锁有限公司棠下村分店,N
N-H001150,河池市人民医院（河池市民族医院）,N-R049039,广西大参林连锁药店有限公司河池民族分店,N
N-H001150,河池市人民医院（河池市民族医院）,N-R049073,广西大参林连锁药店有限公司河池富华路分店,N
N-H001150,河池市人民医院（河池市民族医院）,N-R099876,河池桂中大药房有限责任公司,N
N-H001150,河池市人民医院（河池市民族医院）,N-R057192,广西大参林连锁药店有限公司河池兴达分店,N
N-H001150,河池市人民医院（河池市民族医院）,#N/A,广西好药师大药房连锁有限公司金城江区文体店,N
N-H001150,河池市人民医院（河池市民族医院）,#N/A,广西大参林连锁药店有限公司河池南新西分店,N
N-H001150,河池市人民医院（河池市民族医院）,N-R137053,广西大参林连锁药店有限公司河池帝景二分店,N
N-H001150,河池市人民医院（河池市民族医院）,N-R097653,广西大参林连锁药店有限公司河池春园市场分店,N
N-H001150,河池市人民医院（河池市民族医院）,#N/A,广西桂中大药房连锁有限责任公司河池富华路分公司,N
N-H001150,河池市人民医院（河池市民族医院）,N-R124350,广西大参林连锁药店有限公司河池丽景时代分店,N
N-H001150,河池市人民医院（河池市民族医院）,N-R046246,广西大参林连锁药店有限公司河池帝景华城分店,N
N-H037748,抚州市东乡区第二人民医院,#N/A,江西黄庆仁栈华氏大药房有限公司抚州市东乡区健民总店龙山北路分店,N
N-H037748,抚州市东乡区第二人民医院,#N/A,江西汇仁堂药品连锁股份有限公司东乡济民店,N
N-H037748,抚州市东乡区第二人民医院,N-R069851,江西黄庆仁栈华氏大药房有限公司抚州市东乡区健民总店为民分店,N
N-H037748,抚州市东乡区第二人民医院,#N/A,江西汇仁堂药品连锁股份有限公司东乡铁路桥店,N
N-H022931,江西省安义县人民医院,#N/A,江西黄庆仁栈华氏大药房有限公司安义前进药店,N
N-H022931,江西省安义县人民医院,#N/A,江西汇仁堂药品连锁股份有限公司安义县文峰路店,N
N-H046406,荆州市精神病医院,#N/A,湖北益丰广生堂医药连锁有限公司顺驰太阳城二店,N
N-H046406,荆州市精神病医院,#N/A,湖北益丰广生堂医药连锁有限公司洪垸市场分店,N
N-H046406,荆州市精神病医院,#N/A,湖北益丰广生堂医药连锁有限公司新天地店,N
N-H046406,荆州市精神病医院,#N/A,湖北益丰广生堂医药连锁有限公司春秋府分店,N
N-H046406,荆州市精神病医院,N-R045812,湖北益丰广生堂医药连锁有限公司第十五药店,N
N-H046406,荆州市精神病医院,#N/A,湖北益丰广生堂医药连锁有限公司塔桥北路店,N
N-H046406,荆州市精神病医院,N-R060694,湖北益丰广生堂医药连锁有限公司第十二药店,N
N-H046406,荆州市精神病医院,#N/A,湖北益丰广生堂医药连锁有限公司春秋府二店,N
N-H003508,晋城大医院（晋煤新里程总医院）,N-R078309,山西国大万民药房连锁有限公司晋城矿区店,N
N-H003508,晋城大医院（晋煤新里程总医院）,N-R118276,国药控股国大药房山西益源连锁有限公司晋城红星东街店,N
N-H004848,沈阳市辽中区人民医院,N-R059421,辽宁成大方圆医药连锁有限公司沈阳辽中人民医院分店,N
N-H004848,沈阳市辽中区人民医院,#N/A,成大方圆（辽宁）新药特药连锁有限公司辽中分店,N
N-H004848,沈阳市辽中区人民医院,N-R059633,成大方圆（辽宁）新药特药连锁有限公司辽中鑫虹桥分店,N
N-H031774,石首市笔架山街道办事处卫生院（石首市精神病医院）,N-R045634,湖北益丰大药房连锁有限公司石首建设路分店,N
N-H031774,石首市笔架山街道办事处卫生院（石首市精神病医院）,#N/A,湖北益丰大药房连锁有限公司石首莲花台店,N
N-H031774,石首市笔架山街道办事处卫生院（石首市精神病医院）,#N/A,湖北益丰大药房连锁有限公司石首中山街店,N
N-H008039,武汉钢铁（集团）公司第二职工医院,N-R045639,湖北益丰大药房连锁有限公司武汉白玉五街分店,N
N-H008039,武汉钢铁（集团）公司第二职工医院,#N/A,武汉马应龙大药房连锁股份有限公司怡乐药店,N
N-H008039,武汉钢铁（集团）公司第二职工医院,#N/A,湖北益丰大药房连锁有限公司武汉康寿社区分店,N
N-H008039,武汉钢铁（集团）公司第二职工医院,#N/A,湖北益生天济大药房连锁有限公司康美路店,N
N-H002620,仙桃市中医医院,#N/A,湖北益丰大药房连锁有限公司仙桃青青家园店,N
N-H002620,仙桃市中医医院,#N/A,湖北益丰大药房连锁有限公司仙桃何李路昌盛分店,N
N-H002620,仙桃市中医医院,#N/A,湖北益丰大药房连锁有限公司仙桃阳光一品分店,N
N-H002620,仙桃市中医医院,#N/A,湖北益丰大药房连锁有限公司仙桃新村河分店,N
N-H002620,仙桃市中医医院,N-R056426,湖北益丰大药房连锁有限公司仙桃钱沟路店,N
N-H016755,献县中医医院,N-R042955,河北诚仁堂医药连锁有限公司石门桥大药房,N
N-H023166,扬州大学附属医院（扬州市第一人民医院）西区医院,#N/A,国药控股国大药房扬州大德生连锁有限公司颐和药店,N
N-H023166,扬州大学附属医院（扬州市第一人民医院）西区医院,N-R072520,大参林（扬州）医药连锁有限公司望月路店,N
N-H007099,玉溪百信医院,N-R080567,一心堂药业集团股份有限公司玉溪抚仙路连锁二店,N
N-H007099,玉溪百信医院,N-R079931,一心堂药业集团股份有限公司玉溪玉景苑小区连锁店,N
N-H007099,玉溪百信医院,N-R039384,云南省玉溪医药有限责任公司三十七药店,N
N-H007099,玉溪百信医院,N-R050712,云南健之佳连锁健康药房有限公司玉溪红塔大道分店,N
N-H007099,玉溪百信医院,N-R006830,云南省玉溪医药有限责任公司十六药店,N
N-H007099,玉溪百信医院,N-R037050,云南省玉溪医药有限责任公司五十一药店,N
N-H007099,玉溪百信医院,N-R034011,一心堂药业集团股份有限公司玉溪时代广场连锁店,N
N-H007099,玉溪百信医院,N-R137724,一心堂药业集团股份有限公司玉溪凤凰路连锁三店,N
N-H007099,玉溪百信医院,N-R079270,一心堂药业集团股份有限公司通海四街连锁三店,N
N-H007099,玉溪百信医院,N-R106889,云南白药大药房有限公司红塔连锁店,N
N-H007099,玉溪百信医院,N-R038508,一心堂药业集团股份有限公司玉溪东风中路连锁店,N
N-H007499,岳阳市中医医院,#N/A,岳阳益丰大药房有限公司,N
N-H007499,岳阳市中医医院,N-R038625,益丰大药房连锁股份有限公司岳阳枫桥湖路分店,N
N-H007499,岳阳市中医医院,#N/A,益丰大药房连锁股份有限公司岳阳联运车站店,N
N-H007499,岳阳市中医医院,N-R038628,益丰大药房连锁股份有限公司岳阳站前路分店,N
N-H007499,岳阳市中医医院,N-R132140,益丰大药房连锁股份有限公司岳阳恒大御景湾店,N
N-H007499,岳阳市中医医院,#N/A,益丰大药房连锁股份有限公司岳阳金中环广场店,N
N-H007499,岳阳市中医医院,#N/A,益丰大药房连锁股份有限公司岳阳市中铁大厦店,N
N-H007499,岳阳市中医医院,N-R128823,益丰大药房连锁股份有限公司岳阳东湖帝景店,N
N-H027529,重庆市北碚区精神卫生中心（重庆市北碚区歇马镇中心卫生院）,N-R092847,重庆鑫斛药房连锁有限公司鑫斛药庄歇马店,N
N-H027529,重庆市北碚区精神卫生中心（重庆市北碚区歇马镇中心卫生院）,#N/A,重庆市北碚区碚峡万和药房有限公司歇马店,N
N-H027529,重庆市北碚区精神卫生中心（重庆市北碚区歇马镇中心卫生院）,#N/A,重庆市北碚区双元万和药房有限公司歇马宜客乐店,N
N-H027529,重庆市北碚区精神卫生中心（重庆市北碚区歇马镇中心卫生院）,N-R064296,重庆万鑫药房连锁有限公司北碚区东风街药店,N
N-H027529,重庆市北碚区精神卫生中心（重庆市北碚区歇马镇中心卫生院）,N-R083081,重庆和平药房连锁有限责任公司北碚歇马二店,N
N-H027529,重庆市北碚区精神卫生中心（重庆市北碚区歇马镇中心卫生院）,N-R060154,重庆和平药房连锁有限责任公司北碚歇马一店,N
N-H025563,重庆市丰都县人民医院,#N/A,重庆鸿翔一心堂药业有限公司丰都龙城华府熙地店,N
N-H025563,重庆市丰都县人民医院,#N/A,重庆市万和药房连锁有限公司丰都久桓大道二店,N
N-H025563,重庆市丰都县人民医院,#N/A,重庆鸿翔一心堂药业有限公司丰都人民医院店,N
N-H025563,重庆市丰都县人民医院,#N/A,重庆鸿翔一心堂药业有限公司丰都龙城大道店,N
N-H025563,重庆市丰都县人民医院,#N/A,重庆鸿翔一心堂药业有限公司丰都龙城华府店,N
N-H026563,重庆市开州区人民医院（重庆市三峡库区自然疫源性疾病临床防治研究所、重庆市开州区硫化氢毒性防治研究所、重庆市开州区传染病医院）,#N/A,重庆市万和药房连锁有限公司开州区人民医院店,N
N-H026563,重庆市开州区人民医院（重庆市三峡库区自然疫源性疾病临床防治研究所、重庆市开州区硫化氢毒性防治研究所、重庆市开州区传染病医院）,#N/A,重庆市开州区万和药品有限公司人民医院店,N
N-H026563,重庆市开州区人民医院（重庆市三峡库区自然疫源性疾病临床防治研究所、重庆市开州区硫化氢毒性防治研究所、重庆市开州区传染病医院）,#N/A,重庆健之佳健康药房连锁有限公司开州区安康街分店,N
N-H026563,重庆市开州区人民医院（重庆市三峡库区自然疫源性疾病临床防治研究所、重庆市开州区硫化氢毒性防治研究所、重庆市开州区传染病医院）,#N/A,重庆市万家燕大药房连锁有限公司开州区安康店,N
N-H026563,重庆市开州区人民医院（重庆市三峡库区自然疫源性疾病临床防治研究所、重庆市开州区硫化氢毒性防治研究所、重庆市开州区传染病医院）,#N/A,重庆桐君阁大药房连锁有限责任公司开县安康路药店,N
N-H026563,重庆市开州区人民医院（重庆市三峡库区自然疫源性疾病临床防治研究所、重庆市开州区硫化氢毒性防治研究所、重庆市开州区传染病医院）,N-R113492,重庆市开州区万和药品有限公司人民医院二店,N
N-H026563,重庆市开州区人民医院（重庆市三峡库区自然疫源性疾病临床防治研究所、重庆市开州区硫化氢毒性防治研究所、重庆市开州区传染病医院）,#N/A,重庆桐君阁大药房连锁有限责任公司开州三店,N
N-H026563,重庆市开州区人民医院（重庆市三峡库区自然疫源性疾病临床防治研究所、重庆市开州区硫化氢毒性防治研究所、重庆市开州区传染病医院）,#N/A,重庆桐君阁大药房连锁有限责任公司开州一店,N
N-H026563,重庆市开州区人民医院（重庆市三峡库区自然疫源性疾病临床防治研究所、重庆市开州区硫化氢毒性防治研究所、重庆市开州区传染病医院）,#N/A,重庆健之佳健康药房连锁有限公司开州区九龙路二分店,N
N-H026563,重庆市开州区人民医院（重庆市三峡库区自然疫源性疾病临床防治研究所、重庆市开州区硫化氢毒性防治研究所、重庆市开州区传染病医院）,#N/A,重庆市开州区万和药品有限公司锦橙路店,N
N-H026563,重庆市开州区人民医院（重庆市三峡库区自然疫源性疾病临床防治研究所、重庆市开州区硫化氢毒性防治研究所、重庆市开州区传染病医院）,#N/A,重庆市开州区万和药品有限公司百成街店,N
N-H026563,重庆市开州区人民医院（重庆市三峡库区自然疫源性疾病临床防治研究所、重庆市开州区硫化氢毒性防治研究所、重庆市开州区传染病医院）,#N/A,重庆市开州区万和药品有限公司九龙路店,N
N-H026563,重庆市开州区人民医院（重庆市三峡库区自然疫源性疾病临床防治研究所、重庆市开州区硫化氢毒性防治研究所、重庆市开州区传染病医院）,#N/A,重庆市开州区万和药品有限公司锦程路三店,N
N-H026563,重庆市开州区人民医院（重庆市三峡库区自然疫源性疾病临床防治研究所、重庆市开州区硫化氢毒性防治研究所、重庆市开州区传染病医院）,#N/A,重庆市开州区万和药品有限公司百成街二店,N
N-H026563,重庆市开州区人民医院（重庆市三峡库区自然疫源性疾病临床防治研究所、重庆市开州区硫化氢毒性防治研究所、重庆市开州区传染病医院）,#N/A,重庆健之佳健康药房连锁有限公司开州区九龙路分店,N
N-H026563,重庆市开州区人民医院（重庆市三峡库区自然疫源性疾病临床防治研究所、重庆市开州区硫化氢毒性防治研究所、重庆市开州区传染病医院）,#N/A,重庆市开州区万和药品有限公司锦程路二店,N
N-H026563,重庆市开州区人民医院（重庆市三峡库区自然疫源性疾病临床防治研究所、重庆市开州区硫化氢毒性防治研究所、重庆市开州区传染病医院）,#N/A,重庆市开州区万和药品有限公司杨柳路二店,N
N-H026563,重庆市开州区人民医院（重庆市三峡库区自然疫源性疾病临床防治研究所、重庆市开州区硫化氢毒性防治研究所、重庆市开州区传染病医院）,#N/A,重庆市开州区万和药品有限公司安康街三店,N
N-H030261,珠海方华医院,N-R140657,珠海市大参林连锁药业有限公司珠海斗门井湾分店,N
N-H030261,珠海方华医院,N-R138424,珠海市大参林连锁药业有限公司斗门南潮分店,N
N-H030261,珠海方华医院,N-R149058,珠海市大参林连锁药业有限公司斗门南华分店,N
N-H030261,珠海方华医院,N-R138386,珠海市大参林连锁药业有限公司斗门泥湾分店,N
N-H030261,珠海方华医院,N-R094456,广东嘉宝华医药连锁有限公司龙珠分店,N
N-H021890,竹溪县中医医院,N-R162810,湖北用心人大药房连锁有限公司竹溪广场店,N
N-H021890,竹溪县中医医院,N-R162804,湖北用心人大药房连锁有限公司竹溪建设路分店,N
N-H021890,竹溪县中医医院,#N/A,湖北用心人大药房连锁有限公司竹溪东郊社区分店,N
N-H021890,竹溪县中医医院,#N/A,湖北用心人大药房连锁有限公司竹溪车站分店,N
N-H021890,竹溪县中医医院,#N/A,湖北用心人大药房连锁有限公司竹溪三堰分店,N
N-H021890,竹溪县中医医院,N-R169564,湖北用心人大药房连锁有限公司竹溪广场分店,N
N-H067875,浏阳市集里医院,N-R045947,益丰大药房连锁股份有限公司浏阳金沙北路分店,N
N-H067875,浏阳市集里医院,N-R062714,益丰大药房连锁股份有限公司浏阳君悦天下店,N
N-H044456,景洪市中傣医医院,N-R074707,一心堂药业集团股份有限公司景洪东风农场连锁二店,N
N-H044456,景洪市中傣医医院,#N/A,一心堂药业集团股份有限公司景洪东风农场连锁三店,N
N-H044456,景洪市中傣医医院,N-R075265,一心堂药业集团股份有限公司景洪东风农场连锁店,N
N-H053863,南涧彝族自治县人民医院,#N/A,云南健之佳连锁健康药房有限公司南涧振兴北路分店,N
N-H053863,南涧彝族自治县人民医院,N-R167423,一心堂药业集团股份有限公司南涧振兴北路连锁店,N
N-H053863,南涧彝族自治县人民医院,N-R075316,一心堂药业集团股份有限公司南涧金龙路连锁二店,N
N-H053863,南涧彝族自治县人民医院,N-R133194,一心堂药业集团股份有限公司南涧彩云路连锁店,N
N-H001315,苏州市中西医结合医院,N-R093226,苏州健生源医药连锁有限公司吴中区中山西路药店,N
N-H001315,苏州市中西医结合医院,N-R135217,苏州健生源医药连锁有限公司吴中区花苑路药店,N
N-H051230,广州市荔湾区岭海医疗门诊部（有限合伙）,N-R017240,大参林医药集团股份有限公司第七百九十六分店,N
N-H051230,广州市荔湾区岭海医疗门诊部（有限合伙）,N-R051875,大参林医药集团股份有限公司泮塘分店,N
N-H051230,广州市荔湾区岭海医疗门诊部（有限合伙）,N-R044605,大参林医药集团股份有限公司第四百六十五分店,N
N-H051230,广州市荔湾区岭海医疗门诊部（有限合伙）,N-R044527,大参林医药集团股份有限公司第九百九十六分店,N
N-H051230,广州市荔湾区岭海医疗门诊部（有限合伙）,N-R124223,广东大参林柏康连锁药店有限公司第六千三百三十九分店,N
N-H051230,广州市荔湾区岭海医疗门诊部（有限合伙）,N-R044543,广东大参林柏康连锁药店有限公司南岸分店,N
N-H051230,广州市荔湾区岭海医疗门诊部（有限合伙）,N-R044479,大参林医药集团股份有限公司第二百九十一分店,N
N-H001790,湖北省直属机关医院（湖北省康复医院）,#N/A,湖北益生天济大药房连锁有限公司水果湖店,N
N-H001790,湖北省直属机关医院（湖北省康复医院）,#N/A,武汉马应龙大药房连锁股份有限公司洪山侧路药店,N
N-H001790,湖北省直属机关医院（湖北省康复医院）,N-R059314,老百姓大药房连锁（湖北）有限公司水果湖店,N
N-H001790,湖北省直属机关医院（湖北省康复医院）,#N/A,武汉益丰爱尔康大药房有限公司水果湖店,N
N-H001790,湖北省直属机关医院（湖北省康复医院）,#N/A,湖北省昌盛大药房连锁有限公司洪山侧路店,N
N-H042731,长沙市睦邻康复医院有限公司,#N/A,湖南圆心大药房有限公司德雅分店,N
N-H042731,长沙市睦邻康复医院有限公司,N-R046485,益丰大药房连锁股份有限公司长沙咸嘉湖西路店,N
N-H042731,长沙市睦邻康复医院有限公司,#N/A,湖南正贤堂大药房连锁有限公司岳麓分店,N
N-H042731,长沙市睦邻康复医院有限公司,#N/A,湖南正和祥健康药房连锁有限公司岳麓一店,N
N-H001130,广西壮族自治区脑科医院（广西龙泉山医院，广西壮族自治区精神卫生中心）,N-R120861,广西桂中大药房连锁有限责任公司羊角山便民分公司,N
N-H001130,广西壮族自治区脑科医院（广西龙泉山医院，广西壮族自治区精神卫生中心）,#N/A,柳州桂中大药房连锁有限责任公司脑科医院便民店,N
N-H001130,广西壮族自治区脑科医院（广西龙泉山医院，广西壮族自治区精神卫生中心）,#N/A,广西鸿翔一心堂药业有限责任公司柳州市九头山连锁店,N
N-H001130,广西壮族自治区脑科医院（广西龙泉山医院，广西壮族自治区精神卫生中心）,N-R058238,广西桂中大药房连锁有限责任公司九头山路分公司,N
N-H001130,广西壮族自治区脑科医院（广西龙泉山医院，广西壮族自治区精神卫生中心）,#N/A,广西大参林连锁药店有限公司柳州悦府分公司,N
N-H001130,广西壮族自治区脑科医院（广西龙泉山医院，广西壮族自治区精神卫生中心）,N-R119171,广西桂中大药房连锁有限责任公司柳石路分公司,N
N-H001130,广西壮族自治区脑科医院（广西龙泉山医院，广西壮族自治区精神卫生中心）,#N/A,广西桂中大药房连锁有限责任公司莲花城分公司,N
N-H001130,广西壮族自治区脑科医院（广西龙泉山医院，广西壮族自治区精神卫生中心）,#N/A,广西鸿翔一心堂药业有限责任公司柳州荣军路二店,N
N-H001130,广西壮族自治区脑科医院（广西龙泉山医院，广西壮族自治区精神卫生中心）,N-R046384,广西桂中大药房连锁有限责任公司阳光分公司,N
N-H001130,广西壮族自治区脑科医院（广西龙泉山医院，广西壮族自治区精神卫生中心）,#N/A,广西鸿翔一心堂药业有限责任公司柳州市蝴蝶山路连锁二店,N
N-H017732,遵义医科大学第五附属（珠海）医院,#N/A,珠海市大参林连锁药业有限公司斗门朝南分店,N
N-H017732,遵义医科大学第五附属（珠海）医院,#N/A,珠海市大参林连锁药业有限公司斗门朝南路石塘分店,N
N-H017732,遵义医科大学第五附属（珠海）医院,N-R139093,珠海市大参林连锁药业有限公司斗门飞龙分店,N
N-H017732,遵义医科大学第五附属（珠海）医院,N-R153811,深圳市海王星辰健康药房连锁有限公司珠海井岸分店,N
N-H017732,遵义医科大学第五附属（珠海）医院,#N/A,北京同仁堂佛山连锁药店有限责任公司斗门药店,N
N-H017732,遵义医科大学第五附属（珠海）医院,N-R169477,珠海市大参林连锁药业有限公司斗门井岸分店,N
